saps,fecha,servicio,turno,consulta_cantidad,rango_etario,sexo,detalle
ITATI,2022-06-01,ODONTOLOGIA,MANANA,8,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-06-01,ODONTOLOGIA,MANANA,3,>=70 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-06-01,ODONTOLOGIA,MANANA,2,>=70 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-06-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,TALLER DE PROMOCION Y PREVENCION
ITATI,2022-06-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,M,TALLER DE PROMOCION Y PREVENCION
ITATI,2022-06-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,TALLER DE PROMOCION Y PREVENCION
ITATI,2022-06-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,TALLER DE PROMOCION Y PREVENCION
ITATI,2022-06-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,TALLER DE PROMOCION Y PREVENCION
ITATI,2022-06-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,TALLER DE PROMOCION Y PREVENCION
ITATI,2022-06-01,ODONTOLOGIA,MANANA,1,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ITATI,2022-06-01,ODONTOLOGIA,MANANA,1,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ITATI,2022-06-01,ODONTOLOGIA,MANANA,4,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ITATI,2022-06-01,ODONTOLOGIA,MANANA,2,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ITATI,2022-06-01,ODONTOLOGIA,TARDE,3,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-06-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-06-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
ITATI,2022-06-01,ODONTOLOGIA,TARDE,1,1 - 4 ANOS,F,INACTIVACION DE CARIES
ITATI,2022-06-01,ODONTOLOGIA,TARDE,2,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ITATI,2022-06-01,ODONTOLOGIA,TARDE,1,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ITATI,2022-06-01,ODONTOLOGIA,TARDE,1,5 - 14 ANOS,M,EXTRACCION DENTARIA
ITATI,2022-06-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,F,EXTRACCION DENTARIA
ITATI,2022-06-01,ODONTOLOGIA,TARDE,1,40-69 ANOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,4,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,40-69 ANOS,F,RADIOGRAFIA PERIAPICAL
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,3,40-69 ANOS,M,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,>=70 ANOS,M,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,4,20-39 ANOS,M,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,TRATAMIENTO UNIRRADICULAR
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,M,BIOPULPECTOMIA PARCIAL
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,TARTREC Y CEPILLADO MECANICO
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,M,TARTREC Y CEPILLADO MECANICO
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,1 - 4 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,5 - 14 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,3,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,8,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,5,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,4,40-69 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,4,5 - 14 ANOS,F,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,3,5 - 14 ANOS,M,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,M,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,10,20-39 ANOS,F,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,5,20-39 ANOS,M,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,6,40-69 ANOS,F,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,4,40-69 ANOS,M,URGENCIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,F,DERIVACION
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,3,5 - 14 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,4,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,15 - 19 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,5,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,4,5 - 14 ANOS,F,APLICACION DE FLUOR
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,M,APLICACION DE FLUOR
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,20-39 ANOS,F,APLICACION DE FLUOR
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,20-39 ANOS,M,TARTREC Y CEPILLADO MECANICO
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,20-39 ANOS,F,INACTIVACION DE CARIES
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,M,SELLANTES DE PUNTOS FISURAS
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,F,SELLANTES DE PUNTOS FISURAS
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,3,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,40-69 ANOS,F,EXTRACCION DENTARIA
DR. GUILLERMO RAWSON,2022-06-01,ODONTOLOGIA,TARDE,1,40-69 ANOS,M,EXTRACCION DENTARIA
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,5,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,2,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,15 - 19 ANOS,M,URGENCIA
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,F,URGENCIA
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,20-39 ANOS,M,URGENCIA
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANOS,F,URGENCIA
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,2,15 - 19 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,17,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,3,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,F,TARTREC Y CEPILLADO MECANICO
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,15 - 19 ANOS,M,TARTREC Y CEPILLADO MECANICO
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,20-39 ANOS,F,TARTREC Y CEPILLADO MECANICO
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,2,20-39 ANOS,M,TARTREC Y CEPILLADO MECANICO
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,3,5 - 14 ANOS,M,INACTIVACION DE CARIES
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,3,5 - 14 ANOS,M,SELLANTES DE PUNTOS FISURAS
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,5,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,2,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,5,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,3,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,F,EXTRACCION DENTARIA
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,5 - 14 ANOS,M,EXTRACCION DENTARIA
Dr. SANTIAGO LORENZO,2022-06-01,ODONTOLOGIA,MANANA/TARDE,1,40-69 ANOS,F,EXTRACCION DENTARIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,5,5 - 14 ANOS,M,EXTRACCION DENTARIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,6,15 - 19 ANOS,F,EXTRACCION DENTARIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,10,15 - 19 ANOS,M,EXTRACCION DENTARIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,6,20-39 ANOS,F,EXTRACCION DENTARIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,8,20-39 ANOS,M,EXTRACCION DENTARIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,7,40-69 ANOS,F,EXTRACCION DENTARIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,8,5 - 14 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,9,15 - 19 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,14,15 - 19 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,7,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,9,20-39 ANOS,M,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,8,40-69 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,2,1 - 4 ANOS,M,URGENCIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,4,5 - 14 ANOS,F,URGENCIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,5,5 - 14 ANOS,M,URGENCIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,6,15 - 19 ANOS,F,URGENCIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,5,15 - 19 ANOS,M,URGENCIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,3,20-39 ANOS,F,URGENCIA
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,2,1 - 4 ANOS,M,INACTIVACION DE CARIES
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,3,5 - 14 ANOS,F,INACTIVACION DE CARIES
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,M,INACTIVACION DE CARIES
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,F,TRATAMIENTO UNIRRADICULAR
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,2,15 - 19 ANOS,M,TRATAMIENTO UNIRRADICULAR
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,F,APLICACION DE FLUOR
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,M,APLICACION DE FLUOR
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,2,15 - 19 ANOS,M,TARTREC Y CEPILLADO MECANICO
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,4,20-39 ANOS,F,TARTREC Y CEPILLADO MECANICO
ESPERANZA,2022-06-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,M,TARTREC Y CEPILLADO MECANICO
ESPERANZA,2022-06-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
ESPERANZA,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
ESPERANZA,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
ESPERANZA,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,FOTOCURADO ANTERIORES Y POSTERIORES
ESPERANZA,2022-06-01,ODONTOLOGIA,MANANA,3,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
ESPERANZA,2022-06-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,F,EXTRACCION DENTARIA
ESPERANZA,2022-06-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,M,EXTRACCION DENTARIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,8,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,9,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,11,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,2,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,3,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,1,1 - 4 ANOS,F,URGENCIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,1,1 - 4 ANOS,M,URGENCIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,2,5 - 14 ANOS,F,URGENCIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,F,URGENCIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,M,URGENCIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,3,20-39 ANOS,F,URGENCIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,1,20-39 ANOS,M,URGENCIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,F,URGENCIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,1,1 - 4 ANOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,2,1 - 4 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,10,5 - 14 ANOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,16,5 - 14 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,11,15 - 19 ANOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,9,15 - 19 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,30,20-39 ANOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,6,20-39 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,6,40-69 ANOS,F,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,M,INACTIVACION DE CARIES
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,3,1 - 4 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,7,1 - 4 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,8,5 - 14 ANOS,F,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,12,5 - 14 ANOS,M,CONSULTAS FICHADAS Y MOTIVACION (NINOS hasta 14 anos)
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,5,5 - 14 ANOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,1,15 - 19 ANOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,2,15 - 19 ANOS,M,EXTRACCION DENTARIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,14,20-39 ANOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,4,20-39 ANOS,M,EXTRACCION DENTARIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,5,40-69 ANOS,F,EXTRACCION DENTARIA
RIO PARANA,2022-06-01,ODONTOLOGIA,TARDE,2,40-69 ANOS,M,EXTRACCION DENTARIA
DR. KORIMBLUM,2022-06-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-06-01,ODONTOLOGIA,MANANA,2,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-06-01,ODONTOLOGIA,MANANA,1,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-06-01,ODONTOLOGIA,MANANA,2,40-69 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. KORIMBLUM,2022-06-01,ODONTOLOGIA,MANANA,1,5 - 14 ANOS,F,URGENCIA
DR. KORIMBLUM,2022-06-01,ODONTOLOGIA,MANANA,3,15 - 19 ANOS,F,URGENCIA
DR. KORIMBLUM,2022-06-01,ODONTOLOGIA,MANANA,3,20-39 ANOS,F,URGENCIA
DR. KORIMBLUM,2022-06-01,ODONTOLOGIA,MANANA,1,40-69 ANOS,F,URGENCIA
DR. ANIBAL MALVIDO,2022-06-01,ODONTOLOGIA,MANANA,1,< 1 ANO,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-06-01,ODONTOLOGIA,MANANA,5,5 - 14 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-06-01,ODONTOLOGIA,MANANA,5,5 - 14 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-06-01,ODONTOLOGIA,MANANA,2,15 - 19 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-06-01,ODONTOLOGIA,MANANA,1,15 - 19 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-06-01,ODONTOLOGIA,MANANA,6,20-39 ANOS,F,CONSULTA-ADULTO (Desde 15 anos)
DR. ANIBAL MALVIDO,2022-06-01,ODONTOLOGIA,MANANA,5,20-39 ANOS,M,CONSULTA-ADULTO (Desde 15 anos)
